state	yr	qtr	index_nsa	index_sa	Warning
KY	1991	2	100.28	100.33	
KY	1991	3	99.93	100.23	
KY	1991	4	101.11	101.74	
KY	1992	1	103.18	103.20	
KY	1992	2	103.30	103.36	
KY	1992	3	105.23	105.51	
KY	1992	4	106.25	106.88	
KY	1993	1	107.49	107.58	
KY	1993	2	109.44	109.52	
KY	1993	3	110.29	110.51	
KY	1993	4	110.98	111.62	
KY	1994	1	114.06	114.27	
KY	1994	2	115.34	115.41	
KY	1994	3	116.81	116.94	
KY	1994	4	117.24	117.90	
KY	1995	1	118.50	118.84	
KY	1995	2	120.29	120.37	
KY	1995	3	121.41	121.45	
KY	1995	4	122.85	123.51	
KY	1996	1	123.15	123.63	
KY	1996	2	125.21	125.26	
KY	1996	3	126.95	126.94	
KY	1996	4	127.40	128.04	
KY	1997	1	129.04	129.62	
KY	1997	2	130.20	130.26	
KY	1997	3	131.46	131.44	
KY	1997	4	131.47	132.08	
KY	1998	1	132.28	132.94	
KY	1998	2	135.27	135.33	
KY	1998	3	136.41	136.40	
KY	1998	4	137.95	138.54	
KY	1999	1	139.66	140.41	
KY	1999	2	141.96	141.98	
KY	1999	3	143.91	143.96	
KY	1999	4	144.74	145.25	
KY	2000	1	146.74	147.62	
KY	2000	2	148.40	148.37	
KY	2000	3	149.50	149.60	
KY	2000	4	150.31	150.77	
KY	2001	1	150.88	151.87	
KY	2001	2	153.44	153.35	
KY	2001	3	154.56	154.68	
KY	2001	4	155.82	156.22	
KY	2002	1	155.79	156.91	
KY	2002	2	158.92	158.81	
KY	2002	3	159.23	159.29	
KY	2002	4	161.53	161.98	
KY	2003	1	162.14	163.39	
KY	2003	2	165.54	165.39	
KY	2003	3	167.71	167.67	
KY	2003	4	168.41	168.93	
KY	2004	1	171.00	172.43	
KY	2004	2	173.10	172.89	
KY	2004	3	174.89	174.67	
KY	2004	4	176.59	177.29	
KY	2005	1	176.95	178.54	
KY	2005	2	180.92	180.62	
KY	2005	3	183.33	182.88	
KY	2005	4	183.61	184.49	
KY	2006	1	186.07	187.96	
KY	2006	2	188.13	187.70	
KY	2006	3	189.50	188.78	
KY	2006	4	188.79	189.83	
KY	2007	1	188.96	191.10	
KY	2007	2	193.34	192.82	
KY	2007	3	192.57	191.62	
KY	2007	4	190.73	191.82	
KY	2008	1	188.21	190.59	
KY	2008	2	191.71	191.14	
KY	2008	3	191.79	190.62	
KY	2008	4	186.79	187.91	
KY	2009	1	185.99	188.55	
KY	2009	2	188.90	188.28	
KY	2009	3	189.54	188.23	
KY	2009	4	187.00	188.13	
KY	2010	1	184.71	187.42	
KY	2010	2	187.01	186.34	
KY	2010	3	188.06	186.65	
KY	2010	4	186.77	187.96	
KY	2011	1	181.66	184.44	
KY	2011	2	183.52	182.74	
KY	2011	3	184.81	183.41	
KY	2011	4	181.80	182.98	
KY	2012	1	183.14	186.03	
KY	2012	2	188.81	187.90	
KY	2012	3	188.20	186.79	
KY	2012	4	187.40	188.67	
KY	2013	1	186.46	189.42	
KY	2013	2	192.73	191.66	
KY	2013	3	196.47	195.09	
KY	2013	4	192.84	194.18	
KY	2014	1	191.50	194.51	
KY	2014	2	198.12	196.98	
KY	2014	3	199.87	198.50	
KY	2014	4	199.76	201.18	
KY	2015	1	200.98	204.09	
KY	2015	2	205.92	204.73	
KY	2015	3	207.56	206.19	
LA	1991	1	100.00	100.00	
LA	1991	2	102.60	101.97	
LA	1991	3	104.28	103.56	
LA	1991	4	104.73	104.23	
LA	1992	1	105.67	105.68	
LA	1992	2	107.80	107.10	
LA	1992	3	109.11	108.36	
LA	1992	4	110.93	110.46	
LA	1993	1	111.66	111.65	
LA	1993	2	113.61	112.83	
LA	1993	3	116.17	115.40	
LA	1993	4	118.64	118.18	
LA	1994	1	120.21	120.17	
LA	1994	2	122.61	121.72	
LA	1994	3	124.08	123.27	
LA	1994	4	122.59	122.20	
LA	1995	1	123.96	123.85	
LA	1995	2	127.59	126.64	
LA	1995	3	129.08	128.25	
LA	1995	4	130.19	129.85	
LA	1996	1	132.20	132.04	
LA	1996	2	134.01	133.01	
LA	1996	3	134.76	133.84	
LA	1996	4	135.87	135.60	
LA	1997	1	137.19	136.99	
LA	1997	2	138.85	137.82	
LA	1997	3	139.85	138.84	
LA	1997	4	140.67	140.46	
LA	1998	1	142.63	142.42	
LA	1998	2	144.92	143.87	
LA	1998	3	147.37	146.22	
LA	1998	4	148.32	148.14	
LA	1999	1	148.68	148.47	
LA	1999	2	151.12	150.05	
LA	1999	3	153.06	151.81	
LA	1999	4	152.42	152.26	
LA	2000	1	154.46	154.25	
LA	2000	2	157.28	156.19	
LA	2000	3	157.98	156.65	
LA	2000	4	157.12	156.95	
LA	2001	1	159.18	158.97	
LA	2001	2	161.55	160.45	
LA	2001	3	163.74	162.37	
LA	2001	4	164.90	164.68	
LA	2002	1	164.65	164.40	
LA	2002	2	168.47	167.39	
LA	2002	3	170.51	169.15	
LA	2002	4	171.78	171.47	
LA	2003	1	174.55	174.25	
LA	2003	2	176.40	175.31	
LA	2003	3	179.84	178.46	
LA	2003	4	181.54	181.14	
LA	2004	1	183.64	183.28	
LA	2004	2	188.18	187.09	
LA	2004	3	191.01	189.55	
LA	2004	4	192.47	192.02	
LA	2005	1	195.09	194.72	
LA	2005	2	199.97	198.76	
LA	2005	3	203.56	201.99	
LA	2005	4	213.27	212.86	
LA	2006	1	218.89	218.52	
LA	2006	2	224.10	222.63	
LA	2006	3	228.51	226.71	
LA	2006	4	230.40	230.02	
LA	2007	1	233.22	232.98	
LA	2007	2	236.38	234.67	
LA	2007	3	237.93	235.91	
LA	2007	4	235.59	235.29	
LA	2008	1	233.82	233.83	
LA	2008	2	234.27	232.45	
LA	2008	3	232.08	229.92	
LA	2008	4	228.73	228.42	
LA	2009	1	229.12	229.53	
LA	2009	2	231.48	229.51	
LA	2009	3	229.20	226.86	
LA	2009	4	229.24	228.94	
LA	2010	1	228.09	228.83	
LA	2010	2	230.35	228.19	
LA	2010	3	230.81	228.40	
LA	2010	4	225.92	225.57	
LA	2011	1	221.86	222.80	
LA	2011	2	224.83	222.62	
LA	2011	3	225.48	223.08	
LA	2011	4	223.92	223.62	
LA	2012	1	222.45	223.42	
LA	2012	2	229.21	226.88	
LA	2012	3	232.17	229.77	
LA	2012	4	231.46	231.16	
LA	2013	1	236.89	237.84	
LA	2013	2	240.65	238.17	
LA	2013	3	240.65	238.23	
LA	2013	4	242.59	242.43	
LA	2014	1	242.41	243.15	
LA	2014	2	247.31	244.75	
LA	2014	3	250.03	247.69	
LA	2014	4	248.92	248.79	
LA	2015	1	252.32	252.89	
LA	2015	2	258.49	255.88	
LA	2015	3	261.04	258.63	
MA	1991	1	100.00	100.00	
MA	1991	2	98.71	97.95	
MA	1991	3	97.45	96.88	
MA	1991	4	98.15	97.30	
MA	1992	1	98.54	98.63	
MA	1992	2	96.57	95.79	
MA	1992	3	97.00	96.34	
MA	1992	4	97.30	96.52	
MA	1993	1	94.82	95.02	
MA	1993	2	97.05	96.20	
MA	1993	3	97.43	96.60	
MA	1993	4	97.01	96.40	
MA	1994	1	96.83	97.08	
MA	1994	2	98.22	97.32	
MA	1994	3	98.50	97.53	
MA	1994	4	98.61	98.11	
MA	1995	1	98.22	98.52	
MA	1995	2	99.71	98.77	
MA	1995	3	100.55	99.43	
MA	1995	4	100.39	99.98	
MA	1996	1	100.95	101.30	
MA	1996	2	103.43	102.42	
MA	1996	3	104.62	103.37	
MA	1996	4	105.06	104.67	
MA	1997	1	104.49	104.98	
MA	1997	2	108.22	107.11	
MA	1997	3	109.80	108.36	
MA	1997	4	110.97	110.64	
MA	1998	1	112.44	113.05	
MA	1998	2	117.14	115.92	
MA	1998	3	120.65	118.91	
MA	1998	4	121.82	121.56	
MA	1999	1	124.30	125.03	
MA	1999	2	130.15	128.80	
MA	1999	3	134.88	132.82	
MA	1999	4	136.96	136.73	
MA	2000	1	140.40	141.24	
MA	2000	2	148.36	146.86	
MA	2000	3	153.60	151.17	
MA	2000	4	157.46	157.17	
MA	2001	1	162.32	163.32	
MA	2001	2	170.12	168.47	
MA	2001	3	176.33	173.51	
MA	2001	4	178.47	178.08	
MA	2002	1	182.09	183.24	
MA	2002	2	191.71	189.89	
MA	2002	3	200.26	197.08	
MA	2002	4	203.32	202.89	
MA	2003	1	205.71	206.89	
MA	2003	2	213.63	211.55	
MA	2003	3	218.97	215.65	
MA	2003	4	224.05	223.76	
MA	2004	1	227.24	228.17	
MA	2004	2	235.72	233.35	
MA	2004	3	242.39	239.00	
MA	2004	4	243.79	243.72	
MA	2005	1	247.51	248.09	
MA	2005	2	254.58	251.80	
MA	2005	3	256.23	253.11	
MA	2005	4	252.91	253.03	
MA	2006	1	251.70	251.77	
MA	2006	2	250.22	247.44	
MA	2006	3	247.30	244.71	
MA	2006	4	241.81	241.90	
MA	2007	1	239.84	239.63	
MA	2007	2	242.55	239.76	
MA	2007	3	238.72	236.63	
MA	2007	4	233.41	233.30	
MA	2008	1	231.48	231.11	
MA	2008	2	226.72	224.26	
MA	2008	3	222.87	221.07	
MA	2008	4	220.08	219.63	
MA	2009	1	222.67	222.64	
MA	2009	2	220.84	218.44	
MA	2009	3	219.26	217.36	
MA	2009	4	218.59	217.82	
MA	2010	1	217.17	217.73	
MA	2010	2	219.16	216.75	
MA	2010	3	217.72	215.37	
MA	2010	4	216.54	215.67	
MA	2011	1	210.19	211.51	
MA	2011	2	214.67	212.09	
MA	2011	3	214.56	211.69	
MA	2011	4	211.16	210.50	
MA	2012	1	208.56	210.42	
MA	2012	2	214.05	211.22	
MA	2012	3	216.89	213.53	
MA	2012	4	216.51	216.17	
MA	2013	1	217.52	219.81	
MA	2013	2	226.14	222.77	
MA	2013	3	229.21	225.46	
MA	2013	4	229.85	229.75	
MA	2014	1	225.75	228.36	
MA	2014	2	238.41	234.50	
MA	2014	3	241.38	237.42	
MA	2014	4	238.89	238.95	
MA	2015	1	238.99	241.87	
MA	2015	2	248.31	243.96	
MA	2015	3	249.05	245.06	
MD	1991	1	100.00	100.00	
MD	1991	2	101.22	100.17	
MD	1991	3	100.64	99.72	
MD	1991	4	102.16	101.04	
MD	1992	1	102.97	102.93	
MD	1992	2	101.53	100.50	
MD	1992	3	103.19	102.22	
MD	1992	4	103.26	102.19	
MD	1993	1	101.35	101.23	
MD	1993	2	102.32	101.33	
MD	1993	3	103.07	102.04	
MD	1993	4	102.93	102.00	
MD	1994	1	102.38	102.11	
MD	1994	2	103.81	102.88	
MD	1994	3	102.92	101.83	
MD	1994	4	102.33	101.55	
MD	1995	1	101.96	101.54	
MD	1995	2	101.71	100.83	
MD	1995	3	103.27	102.18	
MD	1995	4	102.73	102.06	
MD	1996	1	103.04	102.47	
MD	1996	2	103.19	102.32	
MD	1996	3	103.44	102.39	
MD	1996	4	102.81	102.19	
MD	1997	1	103.43	102.81	
MD	1997	2	103.20	102.28	
MD	1997	3	103.71	102.69	
MD	1997	4	104.42	103.82	
MD	1998	1	105.11	104.53	
MD	1998	2	106.04	105.02	
MD	1998	3	106.64	105.56	
MD	1998	4	107.77	107.13	
MD	1999	1	109.69	109.27	
MD	1999	2	111.72	110.52	
MD	1999	3	112.91	111.67	
MD	1999	4	114.53	113.87	
MD	2000	1	115.36	115.13	
MD	2000	2	119.60	118.24	
MD	2000	3	121.90	120.37	
MD	2000	4	122.87	122.20	
MD	2001	1	125.55	125.55	
MD	2001	2	130.73	129.19	
MD	2001	3	134.47	132.51	
MD	2001	4	137.24	136.60	
MD	2002	1	140.34	140.52	
MD	2002	2	147.15	145.38	
MD	2002	3	153.55	151.06	
MD	2002	4	157.93	157.34	
MD	2003	1	159.51	159.84	
MD	2003	2	168.52	166.38	
MD	2003	3	176.18	173.22	
MD	2003	4	180.28	179.77	
MD	2004	1	187.42	187.79	
MD	2004	2	198.74	196.08	
MD	2004	3	209.51	206.12	
MD	2004	4	215.75	215.21	
MD	2005	1	225.06	225.38	
MD	2005	2	240.98	237.67	
MD	2005	3	252.20	248.30	
MD	2005	4	255.72	255.19	
MD	2006	1	260.72	260.83	
MD	2006	2	268.90	265.20	
MD	2006	3	267.66	263.63	
MD	2006	4	267.38	266.95	
MD	2007	1	270.24	270.16	
MD	2007	2	272.80	268.98	
MD	2007	3	268.85	264.97	
MD	2007	4	262.19	261.74	
MD	2008	1	250.62	250.55	
MD	2008	2	241.72	238.29	
MD	2008	3	237.60	234.21	
MD	2008	4	222.97	222.47	
MD	2009	1	223.63	223.82	
MD	2009	2	223.51	220.16	
MD	2009	3	221.94	218.78	
MD	2009	4	213.92	213.31	
MD	2010	1	213.29	213.86	
MD	2010	2	216.74	213.25	
MD	2010	3	210.61	207.54	
MD	2010	4	208.78	208.15	
MD	2011	1	201.64	202.64	
MD	2011	2	204.50	200.67	
MD	2011	3	205.32	202.55	
MD	2011	4	203.19	202.49	
MD	2012	1	197.63	198.98	
MD	2012	2	212.94	208.46	
MD	2012	3	209.29	206.63	
MD	2012	4	210.66	209.90	
MD	2013	1	212.69	214.44	
MD	2013	2	222.19	217.06	
MD	2013	3	223.86	221.22	
MD	2013	4	223.40	222.64	
MD	2014	1	221.47	223.38	
MD	2014	2	231.20	225.64	
MD	2014	3	225.16	222.55	
MD	2014	4	224.01	223.40	
MD	2015	1	223.44	225.36	
MD	2015	2	233.19	227.42	
MD	2015	3	231.96	229.40	
ME	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1991	2	100.10	101.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1991	3	100.57	100.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1991	4	99.65	100.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	1	101.85	101.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	2	98.64	99.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	3	100.15	100.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1992	4	99.86	101.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	1	94.74	94.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	2	99.24	100.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	3	97.23	97.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1993	4	96.61	97.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	1	98.02	98.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	2	97.85	98.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	3	97.20	97.36	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1994	4	95.64	96.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	1	96.71	97.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	2	97.86	98.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	3	98.58	98.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1995	4	97.09	98.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	1	101.18	101.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	2	100.36	100.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	3	101.90	102.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1996	4	100.11	101.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	1	100.71	101.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	2	102.34	102.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	3	102.34	102.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1997	4	105.02	105.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	1	105.91	107.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	2	107.84	108.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	3	108.61	109.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1998	4	112.05	112.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	1	112.23	113.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	2	116.09	116.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	3	118.61	118.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	1999	4	120.23	121.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	1	120.64	122.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	2	126.83	127.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	3	129.58	129.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2000	4	131.93	133.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	1	135.34	137.17	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	2	139.75	140.16	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	3	145.02	144.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2001	4	145.77	147.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	1	150.70	152.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	2	156.42	157.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	3	162.17	161.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2002	4	163.94	165.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	1	168.12	170.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	2	173.07	173.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	3	177.07	176.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2003	4	184.50	186.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	1	183.93	185.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	2	193.18	194.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	3	199.45	199.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2004	4	202.13	204.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2005	1	207.20	209.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2005	2	213.29	214.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2005	3	217.62	217.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2005	4	218.19	220.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2006	1	217.79	220.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2006	2	218.86	219.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2006	3	219.03	219.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2006	4	217.94	219.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2007	1	217.59	219.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2007	2	219.96	221.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2007	3	218.53	219.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2007	4	219.65	220.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2008	1	215.30	217.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2008	2	214.23	215.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2008	3	214.72	215.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2008	4	204.66	205.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2009	1	209.24	211.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2009	2	209.68	211.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2009	3	205.40	205.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2009	4	204.56	205.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2010	1	203.24	205.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2010	2	198.23	200.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2010	3	204.18	204.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2010	4	201.39	201.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2011	1	196.32	198.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2011	2	195.31	197.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2011	3	200.97	200.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ME	2011	4	200.51	201.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
